"foreignworker";"status";"credithistory";"purpose";"savings";"employmentsince";"otherdebtors";"property";"otherinstallments";"housing";"job";"phone";"duration";"creditamount";"installmentrate";"residencesince";"age";"numberofexsistingcredits";"numberofliablepeople";"gender";"creditworthy";"creditamout_per_month"
"yes";"< 0 Euro";"critical account/";"education";"... < 100 Euro";"1 <= ... < 4 years";"none";"unknown / no property";"bank";"own";"skilled employee / official";"yes, registered under the customers name";40;5998;4;3;27;1;1;"male";"Not Worthy";149.95
"yes";"< 200 Euro";"existing credits paid back duly till now";"business";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";21;1188;2;4;39;1;2;"female";"Not Worthy";56.57142857142857
"yes";"no checking account";"existing credits paid back duly till now";"car (used)";"unknown/ no savings account";".. >= 7 years";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;6313;3;4;41;1;2;"male";"Worthy";263.0416666666667
"yes";"no checking account";"critical account/";"furniture/equipment";"unknown/ no savings account";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";6;1221;1;2;27;2;1;"male";"Worthy";203.5
"yes";">= 200 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";24;2892;3;4;51;1;1;"male";"Worthy";120.5
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"500 <= ... < 1000 Euro";".. >= 7 years";"none";"unknown / no property";"none";"rent";"skilled employee / official";"yes, registered under the customers name";24;3062;4;3;32;1;1;"male";"Worthy";127.58333333333333
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"100 <= ... < 500 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"none";9;2301;2;4;22;1;1;"female";"Worthy";255.66666666666666
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (used)";"unknown/ no savings account";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"for free";"skilled employee / official";"yes, registered under the customers name";18;7511;1;4;51;1;2;"male";"Not Worthy";417.27777777777777
"yes";"no checking account";"critical account/";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"rent";"unskilled - resident";"none";12;1258;2;4;22;2;1;"female";"Worthy";104.83333333333333
"yes";"no checking account";"delay in paying off in the past";"car (new)";"unknown/ no savings account";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;717;4;4;54;2;1;"male";"Worthy";29.875
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"... < 1 year";"none";"real estate";"none";"own";"unemployed/ unskilled - non-resident";"none";9;1549;4;2;35;1;1;"male";"Worthy";172.11111111111111
"yes";"no checking account";"critical account/";"education";"... < 100 Euro";".. >= 7 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";24;1597;4;4;54;2;2;"male";"Worthy";66.54166666666667
"yes";"< 200 Euro";"critical account/";"radio/television";"... < 100 Euro";".. >= 7 years";"guarantor";"real estate";"bank";"rent";"unskilled - resident";"yes, registered under the customers name";18;1795;3;4;48;2;1;"female";"Worthy";99.72222222222223
"yes";"< 0 Euro";"critical account/";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";20;4272;1;4;24;2;1;"female";"Worthy";213.6
"yes";"no checking account";"critical account/";"radio/television";"unknown/ no savings account";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";12;976;4;4;35;2;1;"male";"Worthy";81.33333333333333
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"unemployed";"none";"real estate";"none";"rent";"unemployed/ unskilled - non-resident";"none";12;7472;1;2;24;1;1;"female";"Worthy";622.6666666666666
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";36;9271;2;1;24;1;1;"male";"Not Worthy";257.52777777777777
"no";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"own";"unskilled - resident";"none";6;590;3;3;26;1;1;"male";"Worthy";98.33333333333333
"yes";"no checking account";"critical account/";"radio/television";"unknown/ no savings account";".. >= 7 years";"none";"real estate";"none";"own";"skilled employee / official";"none";12;930;4;4;65;4;1;"male";"Worthy";77.5
"yes";"< 200 Euro";"all credits at this bank paid back duly";"car (used)";"... < 100 Euro";"unemployed";"none";"unknown / no property";"bank";"for free";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";42;9283;1;2;55;1;1;"male";"Worthy";221.02380952380952
"yes";"< 200 Euro";"No credits taken";"car (new)";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"rent";"unemployed/ unskilled - non-resident";"none";15;1778;2;1;26;2;1;"female";"Not Worthy";118.53333333333333
"yes";"< 200 Euro";"existing credits paid back duly till now";"business";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";8;907;3;2;26;1;1;"male";"Worthy";113.375
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"4 <= ... < 7 years";"guarantor";"real estate";"bank";"own";"unskilled - resident";"none";6;484;3;3;28;1;1;"male";"Worthy";80.66666666666667
"yes";"< 0 Euro";"critical account/";"car (used)";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";36;9629;4;4;24;2;1;"male";"Not Worthy";267.47222222222223
"yes";"< 0 Euro";"existing credits paid back duly till now";"domestic appliances";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";48;3051;3;4;54;1;1;"male";"Not Worthy";63.5625
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"4 <= ... < 7 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";48;3931;4;4;46;1;2;"male";"Not Worthy";81.89583333333333
"yes";"< 200 Euro";"delay in paying off in the past";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"none";36;7432;2;2;54;1;1;"female";"Worthy";206.44444444444446
"yes";"no checking account";"existing credits paid back duly till now";"domestic appliances";"500 <= ... < 1000 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"none";6;1338;1;4;62;1;1;"male";"Worthy";223.0
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"rent";"skilled employee / official";"yes, registered under the customers name";6;1554;1;2;24;2;1;"female";"Worthy";259.0
"yes";"< 0 Euro";"existing credits paid back duly till now";"others";"... < 100 Euro";"unemployed";"co-applicant";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"none";36;15857;2;3;43;1;1;"male";"Worthy";440.47222222222223
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"bank";"own";"skilled employee / official";"none";18;1345;4;3;26;1;1;"male";"Not Worthy";74.72222222222223
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";12;1101;3;2;27;2;1;"male";"Worthy";91.75
"yes";">= 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";12;3016;3;1;24;1;1;"male";"Worthy";251.33333333333334
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"bank";"own";"skilled employee / official";"none";36;2712;2;2;41;1;2;"male";"Not Worthy";75.33333333333333
"yes";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"real estate";"none";"own";"unskilled - resident";"none";8;731;4;4;47;2;1;"male";"Worthy";91.375
"yes";"no checking account";"critical account/";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";18;3780;3;2;35;2;1;"male";"Worthy";210.0
"yes";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";21;1602;4;3;30;2;1;"male";"Worthy";76.28571428571429
"yes";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"real estate";"bank";"rent";"skilled employee / official";"yes, registered under the customers name";18;3966;1;4;33;3;1;"female";"Not Worthy";220.33333333333334
"yes";"no checking account";"No credits taken";"business";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"stores";"own";"skilled employee / official";"none";18;4165;2;2;36;2;2;"male";"Not Worthy";231.38888888888889
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (used)";"unknown/ no savings account";".. >= 7 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";36;8335;3;4;47;1;1;"male";"Not Worthy";231.52777777777777
"yes";"< 200 Euro";"delay in paying off in the past";"business";"unknown/ no savings account";"1 <= ... < 4 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";48;6681;4;4;38;1;2;"male";"Worthy";139.1875
"yes";"no checking account";"delay in paying off in the past";"business";"500 <= ... < 1000 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;2375;4;2;44;2;2;"male";"Worthy";98.95833333333333
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"... < 1 year";"none";"car or other";"none";"rent";"skilled employee / official";"yes, registered under the customers name";18;1216;4;3;23;1;1;"female";"Not Worthy";67.55555555555556
"yes";"< 0 Euro";"No credits taken";"business";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"rent";"skilled employee / official";"none";45;11816;2;4;29;2;1;"male";"Not Worthy";262.5777777777778
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"unknown/ no savings account";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;5084;2;4;42;1;1;"female";"Worthy";211.83333333333334
"yes";">= 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"own";"unskilled - resident";"none";15;2327;2;3;25;1;1;"female";"Not Worthy";155.13333333333333
"yes";"< 0 Euro";"No credits taken";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"bank";"own";"skilled employee / official";"none";12;1082;4;4;48;2;1;"male";"Not Worthy";90.16666666666667
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"unknown/ no savings account";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";12;886;4;2;21;1;1;"female";"Worthy";73.83333333333333
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"rent";"unskilled - resident";"none";4;601;1;3;23;1;2;"female";"Worthy";150.25
"yes";"< 0 Euro";"critical account/";"car (used)";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;2957;4;4;63;2;1;"male";"Worthy";123.20833333333333
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";".. >= 7 years";"co-applicant";"real estate";"none";"own";"skilled employee / official";"none";24;2611;4;3;46;2;1;"male";"Worthy";108.79166666666667
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";36;5179;4;2;29;1;1;"male";"Not Worthy";143.86111111111111
"yes";"no checking account";"delay in paying off in the past";"car (used)";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"stores";"own";"unskilled - resident";"none";21;2993;3;2;28;2;1;"male";"Worthy";142.52380952380952
"yes";"no checking account";"existing credits paid back duly till now";"repairs";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"none";18;1943;4;4;23;1;1;"female";"Not Worthy";107.94444444444444
"yes";"no checking account";"all credits at this bank paid back duly";"business";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"bank";"own";"skilled employee / official";"yes, registered under the customers name";24;1559;4;4;50;1;1;"male";"Worthy";64.95833333333333
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"bank";"own";"skilled employee / official";"yes, registered under the customers name";18;3422;4;4;47;3;2;"male";"Worthy";190.11111111111111
"yes";"< 200 Euro";"existing credits paid back duly till now";"furniture/equipment";"unknown/ no savings account";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";21;3976;2;3;35;1;1;"male";"Worthy";189.33333333333334
"Unknown";"no checking account";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"1 <= ... < 4 years";"none";"car or other";"none";"rent";"skilled employee / official";"none";18;6761;2;4;68;2;1;"male";"Not Worthy";375.6111111111111
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"none";24;1249;4;2;28;1;1;"male";"Worthy";52.041666666666664
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"4 <= ... < 7 years";"none";"real estate";"none";"own";"skilled employee / official";"none";9;1364;3;4;59;1;1;"male";"Worthy";151.55555555555554
"Unknown";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"real estate";"stores";"own";"unskilled - resident";"none";12;709;4;4;57;1;1;"male";"Not Worthy";59.083333333333336
"no";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"guarantor";"building society savings agreement/ life insurance";"bank";"rent";"skilled employee / official";"none";20;2235;4;2;33;2;1;"male";"Not Worthy";111.75
"yes";"no checking account";"critical account/";"car (used)";"unknown/ no savings account";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;4042;3;4;43;2;1;"male";"Worthy";168.41666666666666
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";15;1471;4;4;35;2;1;"male";"Worthy";98.06666666666666
"yes";"< 0 Euro";"all credits at this bank paid back duly";"car (new)";"... < 100 Euro";"4 <= ... < 7 years";"none";"unknown / no property";"none";"for free";"unskilled - resident";"none";18;1442;4;4;32;2;2;"male";"Not Worthy";80.11111111111111
"yes";"no checking account";"delay in paying off in the past";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";36;10875;2;2;45;2;2;"male";"Worthy";302.0833333333333
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"100 <= ... < 500 Euro";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;1474;4;3;33;1;1;"male";"Worthy";61.416666666666664
"yes";"no checking account";"existing credits paid back duly till now";"retraining";"unknown/ no savings account";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";10;894;4;3;40;1;1;"female";"Worthy";89.4
"yes";"no checking account";"critical account/";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";15;3343;4;2;28;1;1;"male";"Worthy";222.86666666666667
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";15;3959;3;2;29;1;1;"female";"Not Worthy";263.93333333333334
"Unknown";"no checking account";"existing credits paid back duly till now";"car (new)";"100 <= ... < 500 Euro";"1 <= ... < 4 years";"guarantor";"real estate";"none";"rent";"skilled employee / official";"none";9;3577;1;2;26;1;2;"male";"Worthy";397.44444444444446
"yes";"no checking account";"critical account/";"car (used)";".. >= 1000 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"none";24;5804;4;2;27;2;1;"male";"Worthy";241.83333333333334
"yes";"no checking account";"delay in paying off in the past";"business";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";18;2169;4;2;28;1;1;"male";"Not Worthy";120.5
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;2439;4;4;35;1;1;"female";"Not Worthy";101.625
"yes";"no checking account";"critical account/";"furniture/equipment";".. >= 1000 Euro";"... < 1 year";"none";"real estate";"stores";"own";"unskilled - resident";"yes, registered under the customers name";27;4526;4;2;32;2;2;"male";"Worthy";167.62962962962962
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"bank";"rent";"unskilled - resident";"none";10;2210;2;2;25;1;1;"male";"Not Worthy";221.0
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"500 <= ... < 1000 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"rent";"skilled employee / official";"none";15;2221;2;4;20;1;1;"female";"Worthy";148.06666666666666
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"car or other";"stores";"own";"skilled employee / official";"none";18;2389;4;1;27;1;1;"female";"Worthy";132.72222222222223
"yes";"no checking account";"critical account/";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"stores";"own";"skilled employee / official";"none";12;3331;2;4;42;1;1;"male";"Worthy";277.5833333333333
"yes";"no checking account";"existing credits paid back duly till now";"business";"unknown/ no savings account";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";36;7409;3;2;37;2;1;"male";"Worthy";205.80555555555554
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"none";12;652;4;4;24;1;1;"female";"Worthy";54.333333333333336
"yes";"no checking account";"delay in paying off in the past";"furniture/equipment";"500 <= ... < 1000 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";36;7678;2;4;40;2;1;"female";"Worthy";213.27777777777777
"no";">= 200 Euro";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"real estate";"none";"own";"skilled employee / official";"none";6;1343;1;4;46;2;2;"male";"Worthy";223.83333333333334
"yes";"< 0 Euro";"critical account/";"business";"100 <= ... < 500 Euro";"4 <= ... < 7 years";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;1382;4;1;26;2;1;"male";"Worthy";57.583333333333336
"yes";"no checking account";"existing credits paid back duly till now";"domestic appliances";"unknown/ no savings account";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"none";15;874;4;1;24;1;1;"female";"Worthy";58.266666666666666
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"co-applicant";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"none";12;3590;2;2;29;1;2;"male";"Worthy";299.1666666666667
"yes";"< 200 Euro";"critical account/";"car (new)";".. >= 1000 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";11;1322;4;4;40;2;1;"female";"Worthy";120.18181818181819
"yes";"< 0 Euro";"all credits at this bank paid back duly";"radio/television";"... < 100 Euro";"... < 1 year";"co-applicant";"unknown / no property";"bank";"for free";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";18;1940;3;4;36;1;1;"male";"Worthy";107.77777777777777
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";36;3595;4;2;28;1;1;"male";"Worthy";99.86111111111111
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"... < 1 year";"none";"unknown / no property";"none";"for free";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";9;1422;3;2;27;1;1;"male";"Not Worthy";158.0
"yes";"no checking account";"critical account/";"radio/television";"unknown/ no savings account";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";30;6742;2;3;36;2;1;"male";"Worthy";224.73333333333332
"yes";"no checking account";"existing credits paid back duly till now";"car (used)";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;7814;3;3;38;1;1;"male";"Worthy";325.5833333333333
"yes";"no checking account";"existing credits paid back duly till now";"car (used)";"unknown/ no savings account";"1 <= ... < 4 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";24;9277;2;4;48;1;1;"male";"Worthy";386.5416666666667
"yes";"< 200 Euro";"critical account/";"car (new)";"unknown/ no savings account";".. >= 7 years";"none";"real estate";"none";"own";"skilled employee / official";"none";30;2181;4;4;36;2;1;"male";"Worthy";72.7
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";"unemployed";"none";"car or other";"none";"own";"unemployed/ unskilled - non-resident";"none";18;1098;4;4;65;2;1;"female";"Worthy";61.0
"yes";"< 200 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;4057;3;3;43;1;1;"male";"Not Worthy";169.04166666666666
"yes";"< 0 Euro";"existing credits paid back duly till now";"education";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";12;795;4;4;53;1;1;"female";"Not Worthy";66.25
"yes";"< 200 Euro";"critical account/";"business";"unknown/ no savings account";"4 <= ... < 7 years";"none";"unknown / no property";"none";"own";"skilled employee / official";"yes, registered under the customers name";24;2825;4;3;34;2;2;"male";"Worthy";117.70833333333333
"yes";"< 200 Euro";"existing credits paid back duly till now";"business";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";48;15672;2;2;23;1;1;"male";"Not Worthy";326.5
"yes";"no checking account";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";36;6614;4;4;34;2;1;"male";"Worthy";183.72222222222223
"yes";"no checking account";"all credits at this bank paid back duly";"car (used)";"unknown/ no savings account";"... < 1 year";"guarantor";"real estate";"bank";"rent";"skilled employee / official";"yes, registered under the customers name";28;7824;3;4;40;2;2;"male";"Worthy";279.42857142857144
"yes";"< 0 Euro";"critical account/";"business";"... < 100 Euro";".. >= 7 years";"none";"car or other";"stores";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";27;2442;4;4;43;4;2;"male";"Worthy";90.44444444444444
"yes";"no checking account";"critical account/";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";15;1829;4;4;46;2;1;"male";"Worthy";121.93333333333334
"no";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"bank";"own";"unskilled - resident";"none";12;2171;4;4;38;2;1;"male";"Worthy";180.91666666666666
"yes";"< 200 Euro";"critical account/";"car (used)";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";36;5800;3;4;34;2;1;"male";"Worthy";161.11111111111111
"yes";"no checking account";"critical account/";"radio/television";"unknown/ no savings account";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";18;1169;4;3;29;2;1;"male";"Worthy";64.94444444444444
"yes";"no checking account";"delay in paying off in the past";"car (used)";"unknown/ no savings account";"4 <= ... < 7 years";"none";"car or other";"stores";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";36;8947;3;2;31;1;2;"male";"Worthy";248.52777777777777
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";21;2606;4;4;28;1;1;"female";"Worthy";124.0952380952381
"no";"no checking account";"critical account/";"furniture/equipment";".. >= 1000 Euro";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";12;1592;3;2;35;1;1;"female";"Worthy";132.66666666666666
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"unknown/ no savings account";"4 <= ... < 7 years";"none";"real estate";"bank";"rent";"unskilled - resident";"none";15;2186;1;4;33;1;1;"female";"Worthy";145.73333333333332
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"co-applicant";"car or other";"none";"own";"skilled employee / official";"none";18;4153;2;3;42;1;1;"male";"Not Worthy";230.72222222222223
"yes";"< 0 Euro";"critical account/";"car (new)";"... < 100 Euro";".. >= 7 years";"guarantor";"building society savings agreement/ life insurance";"bank";"rent";"skilled employee / official";"yes, registered under the customers name";16;2625;2;4;43;1;1;"male";"Not Worthy";164.0625
"yes";"no checking account";"critical account/";"car (new)";"unknown/ no savings account";"... < 1 year";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";20;3485;2;4;44;2;1;"male";"Worthy";174.25
"yes";"no checking account";"critical account/";"car (used)";"unknown/ no savings account";".. >= 7 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";36;10477;2;4;42;2;1;"male";"Worthy";291.02777777777777
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"unknown/ no savings account";"1 <= ... < 4 years";"none";"real estate";"none";"rent";"skilled employee / official";"yes, registered under the customers name";15;1386;4;2;40;1;1;"male";"Worthy";92.4
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"real estate";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;1278;4;1;36;1;1;"male";"Worthy";53.25
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";12;1107;2;2;20;1;2;"male";"Worthy";92.25
"no";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"4 <= ... < 7 years";"co-applicant";"real estate";"none";"own";"unskilled - resident";"none";21;3763;2;2;24;1;1;"male";"Worthy";179.1904761904762
"yes";"< 200 Euro";"existing credits paid back duly till now";"education";"unknown/ no savings account";"1 <= ... < 4 years";"none";"car or other";"none";"own";"skilled employee / official";"none";36;3711;2;2;27;1;1;"male";"Worthy";103.08333333333333
